FSU_Slno,hh_no,mpce,hh_size,social_group,religion,Stratum,visitNo,educ_head,age_head,gender_head,total_land,land_used_agri,num_land_parcels,received_tech_advice,MLT,final_weight,mpce_per_capita,log_mpce,land_size_cat,educ_level,social_group_f,tech_advice_f,gender_f,land_size_f
77916,02,5083,3,3,1,31,2,1,75,2,28.52,28.48,14,1,575250,5752.5,1694.3333333333333,7.435044628778793,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77827,01,1200,1,2,1,07,2,3,25,1,12.04,12.04,3,0,2300,23,1200,7.090076835776092,Medium/Large (>4 acres),Primary,SC,No,Male,Medium/Large (>4 acres)
77827,02,1450,3,3,1,07,2,4,21,1,0,0,0,0,2300,23,483.3333333333333,6.18070654674651,Landless,Middle,OBC,No,Male,Landless
77823,01,12700,3,9,1,07,2,1,65,2,23.26,23.06,13,0,3150,31.5,4233.333333333333,8.350744983778572,Medium/Large (>4 acres),Illiterate,Others,No,Female,Medium/Large (>4 acres)
77823,02,3500,1,9,1,07,2,11,80,1,42.48,29.32,15,0,3150,31.5,3500,8.160518247477505,Medium/Large (>4 acres),Graduate+,Others,No,Male,Medium/Large (>4 acres)
77821,01,19750,9,3,2,07,2,3,45,1,27.060000000000002,27,14,0,2236550,22365.5,2194.4444444444443,7.693684192993048,Medium/Large (>4 acres),Primary,OBC,No,Male,Medium/Large (>4 acres)
77821,02,3000,2,3,1,07,2,1,78,1,50.519999999999996,50.46,16,1,2236550,22365.5,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77825,01,9000,4,9,2,07,2,1,60,1,20.32,20.2,13,0,1501500,15015,2250,7.718685495198466,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
77825,02,8000,4,9,2,07,2,1,20,1,28.080000000000002,27.99,13,0,1501500,15015,2000,7.600902459542082,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
77829,01,5000,2,2,1,08,2,6,55,1,23.12,23.04,13,0,900850,9008.5,2500,7.824046010856292,Medium/Large (>4 acres),Higher Secondary,SC,No,Male,Medium/Large (>4 acres)
77829,02,12000,5,9,1,08,2,3,45,1,20.4,20.259999999999998,13,0,900850,9008.5,2400,7.783224016336037,Medium/Large (>4 acres),Primary,Others,No,Male,Medium/Large (>4 acres)
77828,01,8300,4,9,2,08,2,1,37,1,16.5,16.43,14,0,1344800,13448,2075,7.637716432664798,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
77828,02,8300,4,9,2,08,2,5,30,1,21.22,20.76,16,0,1344800,13448,2075,7.637716432664798,Medium/Large (>4 acres),Secondary,Others,No,Male,Medium/Large (>4 acres)
77826,01,6533,2,3,2,08,2,1,20,1,0.1,0.08,3,0,3429,34.29,3266.5,8.091474354280805,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77826,02,9150,6,3,2,08,2,1,42,1,0.22,0.1,6,0,3429,34.29,1525,7.329749689041512,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77826,03,11628,7,3,2,08,2,1,42,2,0.2,0.08,6,0,3429,34.29,1661.142857142857,7.415261112623453,Marginal (0-1 acre),Illiterate,OBC,No,Female,Marginal (0-1 acre)
77826,04,6300,4,3,2,08,2,1,28,1,0.04,0,3,0,3429,34.29,1575,7.362010551259734,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77826,05,12292,8,3,2,08,2,1,48,1,0.02,0,2,0,3429,34.29,1536.5,7.33726238157054,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77826,06,7333,4,3,2,08,2,1,28,1,0.02,0,2,0,3429,34.29,1833.25,7.513845626973909,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77826,07,3817,1,3,2,08,2,1,30,1,0,0,0,0,3429,34.29,3817,8.247220052745229,Landless,Illiterate,OBC,No,Male,Landless
77824,01,7792,6,2,1,09,2,4,51,1,26.68,25.83,15,0,8525,85.25,1298.6666666666667,7.169093376094316,Medium/Large (>4 acres),Middle,SC,No,Male,Medium/Large (>4 acres)
77824,02,3392,1,3,1,09,2,1,64,2,22.96,22.21,14,1,8525,85.25,3392,8.129174996911793,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77820,01,8000,5,3,2,09,2,4,40,1,71.36,71.28999999999999,14,0,664500,6645,1600,7.3777589082278725,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
77820,02,8167,4,3,1,09,2,6,59,1,37.82,37.73,15,1,664500,6645,2041.75,7.621562562238385,Medium/Large (>4 acres),Higher Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
77872,01,8667,4,3,1,09,2,1,61,2,44.44,44.32,13,1,648375,6483.75,2166.75,7.680983628014454,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77872,02,10167,4,2,1,09,2,2,48,1,47.26,47.22,14,1,648375,6483.75,2541.75,7.84060809915527,Medium/Large (>4 acres),Below Primary,SC,Yes,Male,Medium/Large (>4 acres)
77877,01,13250,5,3,1,09,2,6,52,1,25.18,25.02,15,0,1161600,11616,2650,7.882314918980268,Medium/Large (>4 acres),Higher Secondary,OBC,No,Male,Medium/Large (>4 acres)
77877,02,10510,4,9,1,09,2,5,39,1,10.34,10.14,12,0,1161600,11616,2627.5,7.8737881027511065,Medium/Large (>4 acres),Secondary,Others,No,Male,Medium/Large (>4 acres)
77877,03,17050,10,3,1,09,2,5,55,1,7.14,7.14,3,1,88000,880,1705,7.4413203897176174,Medium/Large (>4 acres),Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
77873,01,8700,5,9,1,10,2,11,30,1,19.400000000000002,19.25,14,1,861800,8618,1740,7.461640392208575,Medium/Large (>4 acres),Graduate+,Others,Yes,Male,Medium/Large (>4 acres)
77873,02,8500,4,9,1,10,2,4,50,2,25.02,23.16,16,1,861800,8618,2125,7.661527081358517,Medium/Large (>4 acres),Middle,Others,Yes,Female,Medium/Large (>4 acres)
77871,01,8250,5,9,1,10,2,3,34,1,1.34,0,5,0,1788,17.88,1650,7.408530566894626,Small (1-4 acres),Primary,Others,No,Male,Small (1-4 acres)
77871,02,10667,6,9,1,10,2,3,29,1,0.44,0,3,0,1788,17.88,1777.8333333333333,7.483150673397428,Marginal (0-1 acre),Primary,Others,No,Male,Marginal (0-1 acre)
77871,03,6717,3,3,1,10,2,1,30,1,0,0,0,0,1788,17.88,2239,7.713784616598755,Landless,Illiterate,OBC,No,Male,Landless
77871,04,7050,2,9,1,10,2,3,62,1,0.12,0,2,0,1788,17.88,3525,8.16763571524637,Marginal (0-1 acre),Primary,Others,No,Male,Marginal (0-1 acre)
77871,05,7417,4,2,1,10,2,5,38,1,0.02,0,2,0,1788,17.88,1854.25,7.525235580616667,Marginal (0-1 acre),Secondary,SC,No,Male,Marginal (0-1 acre)
77871,06,9250,6,3,1,10,2,1,22,1,2.52,0,3,0,1788,17.88,1541.6666666666667,7.340619361278416,Small (1-4 acres),Illiterate,OBC,No,Male,Small (1-4 acres)
77871,07,3133,1,9,1,10,2,5,36,1,0.04,0,2,0,1788,17.88,3133,8.049746290952191,Marginal (0-1 acre),Secondary,Others,No,Male,Marginal (0-1 acre)
77871,08,9133,6,9,1,10,2,3,28,1,0.1,0,3,0,1788,17.88,1522.1666666666667,7.327890037463624,Marginal (0-1 acre),Primary,Others,No,Male,Marginal (0-1 acre)
77875,01,9792,6,2,1,10,2,1,55,2,15.1,8.82,11,0,1166425,11664.25,1632,7.397561535524052,Medium/Large (>4 acres),Illiterate,SC,No,Female,Medium/Large (>4 acres)
77875,02,7483,2,2,1,10,2,5,21,1,2.62,2.6,7,0,1166425,11664.25,3741.5,8.227241879520413,Small (1-4 acres),Secondary,SC,No,Male,Small (1-4 acres)
77875,03,9750,6,2,1,10,2,1,68,1,2.06,2.05,5,0,162338,1623.38,1625,7.393263094763838,Small (1-4 acres),Illiterate,SC,No,Male,Small (1-4 acres)
77875,04,10333,6,2,1,10,2,5,32,1,0.04,0.04,2,0,162338,1623.38,1722.1666666666667,7.4513384669863,Marginal (0-1 acre),Secondary,SC,No,Male,Marginal (0-1 acre)
77879,01,9600,4,3,1,11,2,4,57,1,23,22.8,15,1,1421300,14213,2400,7.783224016336037,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
77879,02,3000,1,2,1,11,2,3,41,1,27.48,27.3,16,1,1421300,14213,3000,8.006367567650246,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
77878,01,3500,2,9,1,11,2,5,30,1,30.98,30.7,14,1,15225,152.25,1750,7.4673710669175595,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
77878,02,6000,6,2,1,11,2,3,42,1,20.08,19.95,11,1,15225,152.25,1000,6.907755278982137,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
77878,03,9600,6,2,1,11,2,5,36,1,1.34,1.32,3,1,13050,130.5,1600,7.3777589082278725,Small (1-4 acres),Secondary,SC,Yes,Male,Small (1-4 acres)
77876,01,18500,10,2,1,11,2,4,23,1,41.5,41.4,16,1,456750,4567.5,1850,7.52294091807237,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77876,02,14600,6,2,1,11,2,1,48,2,34.4,34.17,16,1,456750,4567.5,2433.3333333333335,7.797017338468373,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
77874,01,9600,4,2,1,11,2,3,26,1,22.6,22.39,15,1,12250,122.5,2400,7.783224016336037,Medium/Large (>4 acres),Primary,SC,Yes,Male,Medium/Large (>4 acres)
77874,02,3600,1,3,1,11,2,1,66,2,27.84,24.63,15,1,12250,122.5,3600,8.1886891244442,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77870,01,12000,5,2,1,11,2,1,55,1,23.919999999999998,23.74,15,1,545200,5452,2400,7.783224016336037,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77870,02,2000,1,2,1,11,2,1,70,1,24.5,24.27,14,1,545200,5452,2000,7.600902459542082,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77832,01,5800,2,9,1,11,2,4,26,1,21.48,21.32,15,1,1133175,11331.75,2900,7.9724660159745655,Medium/Large (>4 acres),Middle,Others,Yes,Male,Medium/Large (>4 acres)
77832,02,7600,4,2,1,11,2,4,32,1,16.98,16.87,16,1,1133175,11331.75,1900,7.549609165154532,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77837,01,2500,1,9,1,11,2,12,30,2,23.96,23.77,14,1,509450,5094.5,2500,7.824046010856292,Medium/Large (>4 acres),Graduate+,Others,Yes,Female,Medium/Large (>4 acres)
77837,02,6000,4,9,1,11,2,4,42,1,61.4,61.04,15,1,509450,5094.5,1500,7.313220387090301,Medium/Large (>4 acres),Middle,Others,Yes,Male,Medium/Large (>4 acres)
77833,01,13000,7,2,1,12,2,4,36,1,56.58,55.59,15,1,707625,7076.25,1857.142857142857,7.5267944873883605,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77833,02,9900,5,2,1,12,2,6,34,1,6.4,6.29,14,1,707625,7076.25,1980,7.590852123688581,Medium/Large (>4 acres),Higher Secondary,SC,Yes,Male,Medium/Large (>4 acres)
77831,01,12000,6,2,1,12,2,4,40,1,38.18,37.64,13,0,556800,5568,2000,7.600902459542082,Medium/Large (>4 acres),Middle,SC,No,Male,Medium/Large (>4 acres)
77831,02,3400,2,2,1,12,2,1,60,2,42.84,41.68,15,1,556800,5568,1700,7.438383530044307,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
77835,01,11000,5,3,1,12,2,6,30,1,56.68,56.52,14,0,98400,984,2200,7.696212639346407,Medium/Large (>4 acres),Higher Secondary,OBC,No,Male,Medium/Large (>4 acres)
77835,02,4000,2,2,1,12,2,1,65,1,32.88,32.71,14,0,98400,984,2000,7.600902459542082,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
77839,01,8400,5,2,1,12,2,4,31,1,30.5,30.240000000000002,15,1,392350,3923.5,1680,7.426549072397305,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77839,02,8000,4,1,1,12,2,4,25,1,26.14,25.650000000000002,14,1,392350,3923.5,2000,7.600902459542082,Medium/Large (>4 acres),Middle,ST,Yes,Male,Medium/Large (>4 acres)
77838,01,8800,4,3,1,12,2,1,65,2,22.64,22.5,15,1,533200,5332,2200,7.696212639346407,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77838,02,2400,1,3,1,12,2,1,75,2,22.16,21.99,15,1,533200,5332,2400,7.783224016336037,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77836,01,5000,2,9,1,12,2,5,35,1,98.8,98.59,15,1,1743000,17430,2500,7.824046010856292,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
77836,02,4000,4,3,1,12,2,4,32,1,25.92,25.76,14,1,1743000,17430,1000,6.907755278982137,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
77834,01,3500,3,3,2,13,2,3,25,1,9.34,9.26,11,1,8100,81,1166.6666666666667,7.061905958809396,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77834,02,2000,1,9,2,13,2,1,70,2,11.9,11.84,10,1,8100,81,2000,7.600902459542082,Medium/Large (>4 acres),Illiterate,Others,Yes,Female,Medium/Large (>4 acres)
77834,03,4000,3,9,2,13,2,4,32,1,1.42,1.41,3,1,3375,33.75,1333.3333333333333,7.195437351433918,Small (1-4 acres),Middle,Others,Yes,Male,Small (1-4 acres)
77834,04,15000,9,9,2,13,2,5,35,1,3.24,3.22,4,0,3375,33.75,1666.6666666666667,7.418580902748128,Small (1-4 acres),Secondary,Others,No,Male,Small (1-4 acres)
77830,01,3000,2,9,1,13,2,1,35,1,30.5,26.73,17,1,8100,81,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,Others,Yes,Male,Medium/Large (>4 acres)
77830,02,3250,2,9,1,13,2,1,66,1,49.76,49.67,16,1,8100,81,1625,7.393263094763838,Medium/Large (>4 acres),Illiterate,Others,Yes,Male,Medium/Large (>4 acres)
77812,01,6000,3,3,1,13,2,3,28,1,29.12,28.94,14,1,1449100,14491,2000,7.600902459542082,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77812,02,8000,4,2,1,13,2,4,30,1,24.1,23.94,14,1,1449100,14491,2000,7.600902459542082,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77817,01,5250,5,9,1,14,2,4,22,1,17.46,17.44,14,1,2750,27.5,1050,6.956545443151569,Medium/Large (>4 acres),Middle,Others,Yes,Male,Medium/Large (>4 acres)
77817,02,6000,7,9,1,14,2,1,60,1,27.419999999999998,25.4,17,1,2750,27.5,857.1428571428571,6.753604599154879,Medium/Large (>4 acres),Illiterate,Others,Yes,Male,Medium/Large (>4 acres)
77813,01,10010,4,3,1,14,2,1,60,1,0.04,0,2,0,18600,186,2502.5,7.8250455111893755,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77813,02,2600,2,2,1,14,2,2,63,1,0.02,0,2,0,18600,186,1300,7.170119543449628,Marginal (0-1 acre),Below Primary,SC,No,Male,Marginal (0-1 acre)
77813,03,6363,4,3,2,14,2,1,40,1,0.02,0,2,0,18600,186,1590.75,7.3719608821129015,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77813,04,7100,3,3,1,14,2,2,42,1,0.04,0,2,0,18600,186,2366.6666666666665,7.769237774361297,Marginal (0-1 acre),Below Primary,OBC,No,Male,Marginal (0-1 acre)
77813,05,12208,5,3,1,14,2,4,35,1,0.04,0,2,0,18600,186,2441.6,7.800408841090138,Marginal (0-1 acre),Middle,OBC,No,Male,Marginal (0-1 acre)
77813,06,2700,2,3,1,14,2,1,61,1,0.02,0,2,0,18600,186,1350,7.2078598714324755,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77813,07,11783,7,3,1,14,2,1,48,1,0.04,0,2,0,18600,186,1683.2857142857142,7.428502944658027,Marginal (0-1 acre),Illiterate,OBC,No,Male,Marginal (0-1 acre)
77813,08,5438,5,3,1,14,2,2,26,1,0.04,0,2,0,18600,186,1087.6,6.991728712758316,Marginal (0-1 acre),Below Primary,OBC,No,Male,Marginal (0-1 acre)
77811,01,5307,5,3,2,14,2,11,32,1,23.3,23.05,17,0,802700,8027,1061.4,6.9673440703937946,Medium/Large (>4 acres),Graduate+,OBC,No,Male,Medium/Large (>4 acres)
77811,02,7630,6,9,1,14,2,6,35,1,25.34,25.07,16,0,802700,8027,1271.6666666666667,7.148083655050447,Medium/Large (>4 acres),Higher Secondary,Others,No,Male,Medium/Large (>4 acres)
77815,01,8208,4,3,1,14,2,5,36,1,9.26,9.22,13,1,2484300,24843,2052,7.62657020629066,Medium/Large (>4 acres),Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
77815,02,5475,3,2,1,14,2,4,23,1,7.46,7.41,11,1,2484300,24843,1825,7.509335266016592,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
77815,03,24617,8,3,1,14,2,6,42,1,6.04,6.02,3,1,73938,739.38,3077.125,8.03175099848131,Medium/Large (>4 acres),Higher Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
77815,04,21125,11,3,1,14,2,3,40,1,5.04,5.02,3,1,73938,739.38,1920.4545454545455,7.560317179427004,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77819,01,9500,11,2,1,15,2,1,65,1,21.88,21.55,14,0,1167075,11670.75,863.6363636363636,6.761151804790262,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
77819,02,7600,6,3,2,15,2,1,37,1,15.96,15.45,12,0,1167075,11670.75,1266.6666666666667,7.1441440570463675,Medium/Large (>4 acres),Illiterate,OBC,No,Male,Medium/Large (>4 acres)
77819,03,19000,16,1,1,15,2,4,65,1,8.04,8.02,4,0,76950,769.5,1187.5,7.079605535908796,Medium/Large (>4 acres),Middle,ST,No,Male,Medium/Large (>4 acres)
77818,01,8325,8,2,1,15,2,1,45,1,7.96,7.76,10,1,289575,2895.75,1040.625,6.947576773168809,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77818,02,7225,8,2,1,15,2,1,50,2,36.52,36.1,14,1,289575,2895.75,903.125,6.805860971300797,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
77816,01,4225,4,2,1,15,2,5,32,1,8.58,8.07,12,1,75250,752.5,1056.25,6.962480178671384,Medium/Large (>4 acres),Secondary,SC,Yes,Male,Medium/Large (>4 acres)
77816,02,3642,3,2,1,15,2,2,43,1,12.56,11.86,12,1,75250,752.5,1214,7.101675971619444,Medium/Large (>4 acres),Below Primary,SC,Yes,Male,Medium/Large (>4 acres)
77816,03,6438,6,3,1,15,2,3,27,1,3.3,3.27,3,1,100333,1003.33,1073,6.9782137426306985,Small (1-4 acres),Primary,OBC,Yes,Male,Small (1-4 acres)
77816,04,9792,3,3,1,15,2,1,46,1,0,0,0,0,NA,1,3264,8.090708716083997,Landless,Illiterate,OBC,No,Male,Landless
77814,01,7030,6,2,1,15,2,1,43,1,38.92,38.22,15,1,1876700,18767,1171.6666666666667,7.0661825155766556,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77814,02,9017,7,2,1,15,2,1,65,2,25.88,25.6,15,1,1876700,18767,1288.142857142857,7.160956814444593,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
77810,01,4583,2,2,1,15,2,2,25,1,25.4,25.29,15,0,39000,390,2291.5,7.736961903949179,Medium/Large (>4 acres),Below Primary,SC,No,Male,Medium/Large (>4 acres)
77810,02,7350,5,2,1,15,2,6,42,1,12.74,12.66,13,0,39000,390,1470,7.293017679772782,Medium/Large (>4 acres),Higher Secondary,SC,No,Male,Medium/Large (>4 acres)
77810,03,10975,3,9,1,15,2,3,72,1,10.08,10.04,3,0,3000,30,3658.3333333333335,8.204762949275262,Medium/Large (>4 acres),Primary,Others,No,Male,Medium/Large (>4 acres)
77852,01,10660,5,2,1,15,2,5,30,1,19.54,19.32,14,1,141700,1417,2132,7.664815785285735,Medium/Large (>4 acres),Secondary,SC,Yes,Male,Medium/Large (>4 acres)
77852,02,6917,5,3,1,15,2,3,42,1,22.68,22.66,17,1,141700,1417,1383.4,7.232299516166484,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77857,01,5100,3,2,1,16,2,11,31,1,24.34,24.24,13,1,524675,5246.75,1700,7.438383530044307,Medium/Large (>4 acres),Graduate+,SC,Yes,Male,Medium/Large (>4 acres)
77857,02,9500,6,3,1,16,2,4,55,1,24.26,24.22,13,1,524675,5246.75,1583.3333333333333,7.367287608360577,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
77853,01,3700,5,2,1,16,2,11,28,1,17.98,17.87,14,1,18750,187.5,740,6.606650186198215,Medium/Large (>4 acres),Graduate+,SC,Yes,Male,Medium/Large (>4 acres)
77853,02,6200,7,2,1,16,2,1,42,1,14.08,13.99,14,0,18750,187.5,885.7142857142857,6.786394421977869,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
77851,01,4200,7,3,1,16,2,1,45,1,27.44,10.28,12,1,2800,28,600,6.396929655216146,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77851,02,4700,8,3,1,16,2,6,40,1,12.7,12.68,9,0,2800,28,587.5,6.375876246018314,Medium/Large (>4 acres),Higher Secondary,OBC,No,Male,Medium/Large (>4 acres)
77851,03,3700,2,3,1,16,2,1,24,1,9.54,9.42,7,1,2800,28,1850,7.52294091807237,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77851,04,3200,4,3,1,16,2,4,27,1,0.42,0.41000000000000003,3,0,2800,28,800,6.684611727667927,Marginal (0-1 acre),Middle,OBC,No,Male,Marginal (0-1 acre)
77855,01,7210,5,3,1,16,2,1,50,1,40.34,40.34,17,1,1534500,15345,1442,7.273786317844895,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77855,02,5770,4,3,1,16,2,1,33,1,19.7,19.68,14,1,1534500,15345,1442.5,7.274132998382255,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77859,01,10330,4,2,1,17,2,6,30,1,23.72,23.68,15,1,294300,2943,2582.5,7.856513200993794,Medium/Large (>4 acres),Higher Secondary,SC,Yes,Male,Medium/Large (>4 acres)
77859,02,17050,8,2,1,17,2,1,51,2,27.9,27.87,17,1,294300,2943,2131.25,7.664463941031827,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
77858,01,6383,4,3,1,17,2,3,36,1,30.44,29.8,18,1,622125,6221.25,1595.75,7.375099124136167,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77858,02,11000,8,3,1,17,2,1,60,1,21.02,20.12,17,1,622125,6221.25,1375,7.226209010100671,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77856,01,5625,2,3,1,17,2,1,75,2,33.86,33.82,15,1,9300,93,2812.5,7.941829046512676,Medium/Large (>4 acres),Illiterate,OBC,Yes,Female,Medium/Large (>4 acres)
77856,02,7152,3,3,1,17,2,5,33,2,9.44,9.36,12,1,9300,93,2384,7.776535028185241,Medium/Large (>4 acres),Secondary,OBC,Yes,Female,Medium/Large (>4 acres)
77856,03,5965,4,3,1,17,2,5,30,2,3.66,3.66,3,0,3617,36.17,1491.25,7.307369973412126,Small (1-4 acres),Secondary,OBC,No,Female,Small (1-4 acres)
77854,01,8560,6,2,1,17,2,1,35,1,36.76,36.75,15,1,29050,290.5,1426.6666666666667,7.2630959999077325,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77854,02,4183,2,2,1,17,2,1,60,1,18.439999999999998,17.61,15,1,29050,290.5,2091.5,7.645636790882253,Medium/Large (>4 acres),Illiterate,SC,Yes,Male,Medium/Large (>4 acres)
77850,01,1808,1,3,1,28,2,4,65,2,22.98,19.94,14,1,2300,23,1808,7.4999765409521215,Medium/Large (>4 acres),Middle,OBC,Yes,Female,Medium/Large (>4 acres)
77850,02,9250,6,3,1,28,2,1,37,1,22.14,22.12,10,1,13340,133.4,1541.6666666666667,7.340619361278416,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77850,03,6000,4,3,1,28,2,1,45,1,4.04,4.04,3,1,13340,133.4,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77850,04,5025,4,3,1,28,2,1,25,1,4.04,4.04,3,1,13340,133.4,1256.25,7.135886371807386,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77850,05,8100,8,3,1,28,2,1,38,1,6.04,6.04,3,1,13340,133.4,1012.5,6.920177798980694,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77892,01,3325,6,3,1,28,2,3,34,1,7.920000000000001,7.880000000000001,10,1,51150,511.5,554.1666666666666,6.317465483861899,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77892,02,5042,6,9,2,28,2,1,45,2,6.8999999999999995,6.859999999999999,8,1,51150,511.5,840.3333333333334,6.7337986385198105,Medium/Large (>4 acres),Illiterate,Others,Yes,Female,Medium/Large (>4 acres)
77892,03,8355,4,3,2,28,2,1,35,2,2.22,2.22,3,1,6050,60.5,2088.75,7.644321079909603,Small (1-4 acres),Illiterate,OBC,Yes,Female,Small (1-4 acres)
77892,04,5000,4,3,1,28,2,3,55,1,4.04,4.04,4,1,6050,60.5,1250,7.1308988302963465,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
77892,05,5859,3,3,2,28,2,4,50,1,4.82,4.82,4,1,6050,60.5,1953,7.577121930876679,Medium/Large (>4 acres),Middle,OBC,Yes,Male,Medium/Large (>4 acres)
77892,06,5881,2,3,1,28,2,4,50,1,2.82,2.82,3,1,6050,60.5,2940.5,7.986334913900011,Small (1-4 acres),Middle,OBC,Yes,Male,Small (1-4 acres)
77897,01,4925,2,3,1,28,2,1,65,1,11.66,11.64,14,1,129500,1295,2462.5,7.808932373046244,Medium/Large (>4 acres),Illiterate,OBC,Yes,Male,Medium/Large (>4 acres)
77897,02,5575,3,3,1,28,2,3,40,2,10.38,10.360000000000001,13,1,129500,1295,1858.3333333333333,7.52743530766021,Medium/Large (>4 acres),Primary,OBC,Yes,Female,Medium/Large (>4 acres)
77897,03,13083,6,3,1,28,2,6,45,1,4.4,4.4,3,1,246050,2460.5,2180.5,7.687309487282821,Medium/Large (>4 acres),Higher Secondary,OBC,Yes,Male,Medium/Large (>4 acres)
