FSU_Slno,hh_no,mpce,hh_size,social_group,religion,Stratum,visitNo,educ_head,age_head,gender_head,total_land,land_used_agri,num_land_parcels,received_tech_advice,MLT,final_weight,mpce_per_capita,log_mpce,land_size_cat,educ_level,social_group_f,tech_advice_f,gender_f,land_size_f
72227,01,7500,4,9,2,05,2,1,61,1,3.24,3.11,9,1,139500,1395,1875,7.536363938404511,Small (1-4 acres),Illiterate,Others,Yes,Male,Small (1-4 acres)
72227,02,9000,4,1,2,05,2,1,64,1,3.64,3.46,10,1,139500,1395,2250,7.718685495198466,Small (1-4 acres),Illiterate,ST,Yes,Male,Small (1-4 acres)
72227,03,13500,4,9,2,05,2,3,40,1,1.44,1.4,3,1,403000,4030,3375,8.12415060330663,Small (1-4 acres),Primary,Others,Yes,Male,Small (1-4 acres)
72227,04,6000,3,9,2,05,2,1,64,1,1.5,1.48,3,1,403000,4030,2000,7.600902459542082,Small (1-4 acres),Illiterate,Others,Yes,Male,Small (1-4 acres)
72227,05,10000,6,9,2,05,2,2,42,1,1.54,1.52,3,1,403000,4030,1666.6666666666667,7.418580902748128,Small (1-4 acres),Below Primary,Others,Yes,Male,Small (1-4 acres)
72227,06,10000,7,9,2,05,2,1,50,1,2.06,2.0300000000000002,3,1,403000,4030,1428.5714285714287,7.264430222920869,Small (1-4 acres),Illiterate,Others,Yes,Male,Small (1-4 acres)
72223,01,9000,6,1,2,05,2,1,40,1,22.3,22.14,15,0,390150,3901.5,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
72223,02,12000,3,1,2,05,2,2,36,2,9.18,9.01,12,0,390150,3901.5,4000,8.294049640102028,Medium/Large (>4 acres),Below Primary,ST,No,Female,Medium/Large (>4 acres)
72223,03,10000,4,1,2,05,2,4,54,1,8.9,8.8,3,0,38533,385.33,2500,7.824046010856292,Medium/Large (>4 acres),Middle,ST,No,Male,Medium/Large (>4 acres)
72221,01,6567,1,1,2,06,2,6,22,2,3.6799999999999997,3.61,8,1,58000,580,6567,8.789812386190972,Small (1-4 acres),Higher Secondary,ST,Yes,Female,Small (1-4 acres)
72221,02,8417,4,2,2,06,2,5,35,1,5.5200000000000005,5.45,8,0,58000,580,2104.25,7.651714388091685,Medium/Large (>4 acres),Secondary,SC,No,Male,Medium/Large (>4 acres)
72221,03,10000,3,1,2,06,2,1,76,1,2.66,2.63,3,0,212667,2126.67,3333.3333333333335,8.111728083308073,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
72221,04,9400,2,1,2,06,2,3,45,1,1.8,1.77,3,1,212667,2126.67,4700,8.45531778769815,Small (1-4 acres),Primary,ST,Yes,Male,Small (1-4 acres)
72221,05,26533,7,2,2,06,2,2,50,1,1.5,1.47,3,0,212667,2126.67,3790.4285714285716,8.240234371216069,Small (1-4 acres),Below Primary,SC,No,Male,Small (1-4 acres)
72221,06,18433,5,9,1,06,2,1,62,1,2.56,2.5300000000000002,3,0,212667,2126.67,3686.6,8.212459903062074,Small (1-4 acres),Illiterate,Others,No,Male,Small (1-4 acres)
72225,01,7900,4,9,2,06,2,5,30,1,7.86,7.82,9,1,28000,280,1975,7.5883236773352225,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
72225,02,6100,3,9,2,06,2,1,23,2,8.02,7.9799999999999995,9,1,28000,280,2033.3333333333333,7.617431761493293,Medium/Large (>4 acres),Illiterate,Others,Yes,Female,Medium/Large (>4 acres)
72225,03,20100,7,9,2,06,2,1,62,1,5.26,5.26,3,1,7000,70,2871.4285714285716,7.962564944991854,Medium/Large (>4 acres),Illiterate,Others,Yes,Male,Medium/Large (>4 acres)
72225,04,27200,9,9,2,06,2,10,38,1,5.58,5.58,3,1,7000,70,3022.222222222222,8.013747674947869,Medium/Large (>4 acres),Diploma/Certificate,Others,Yes,Male,Medium/Large (>4 acres)
72229,01,15000,7,9,1,07,2,1,50,2,21.22,21.07,15,0,1035000,10350,2142.8571428571427,7.669895331029034,Medium/Large (>4 acres),Illiterate,Others,No,Female,Medium/Large (>4 acres)
72229,02,8000,4,9,1,07,2,4,47,1,21.4,21.21,15,0,1035000,10350,2000,7.600902459542082,Medium/Large (>4 acres),Middle,Others,No,Male,Medium/Large (>4 acres)
72228,01,3000,1,3,1,07,2,3,22,1,13.540000000000001,13.45,10,1,9700,97,3000,8.006367567650246,Medium/Large (>4 acres),Primary,OBC,Yes,Male,Medium/Large (>4 acres)
72228,02,2500,1,9,1,07,2,2,53,1,14.72,14.57,11,1,9700,97,2500,7.824046010856292,Medium/Large (>4 acres),Below Primary,Others,Yes,Male,Medium/Large (>4 acres)
72228,03,18500,5,9,1,07,2,4,70,2,9.76,9.629999999999999,5,1,16167,161.67,3700,8.216088098632316,Medium/Large (>4 acres),Middle,Others,Yes,Female,Medium/Large (>4 acres)
72226,03,28850,8,9,2,16,2,1,92,1,7.24,7.24,3,0,48300,483,3606.25,8.19042373025641,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
72226,04,28300,10,9,1,16,2,1,55,1,5.66,5.66,3,0,48300,483,2830,7.948031990637284,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
72224,01,1500,1,2,1,16,2,1,58,1,19.4,18.82,11,0,14250,142.5,1500,7.313220387090301,Medium/Large (>4 acres),Illiterate,SC,No,Male,Medium/Large (>4 acres)
72224,02,12200,5,2,1,16,2,4,30,1,23.28,22.65,11,1,14250,142.5,2440,7.799753318287247,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
72224,03,9400,8,2,1,16,2,1,65,1,2.1,2.0300000000000002,3,1,137750,1377.5,1175,7.069023426578259,Small (1-4 acres),Illiterate,SC,Yes,Male,Small (1-4 acres)
72224,04,10833,5,2,1,16,2,1,39,1,1.68,1.58,3,0,137750,1377.5,2166.6,7.680914397511467,Small (1-4 acres),Illiterate,SC,No,Male,Small (1-4 acres)
72220,01,14300,4,9,1,17,2,1,58,1,18.54,18.54,15,0,32700,327,3575,8.181720455128108,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
72220,02,7550,4,9,2,17,2,6,27,1,23.4,23.34,15,0,32700,327,1887.5,7.54300848112318,Medium/Large (>4 acres),Higher Secondary,Others,No,Male,Medium/Large (>4 acres)
72272,01,3300,2,1,2,17,2,1,65,1,17.64,17.099999999999998,11,0,51300,513,1650,7.408530566894626,Medium/Large (>4 acres),Illiterate,ST,No,Male,Medium/Large (>4 acres)
72272,02,9850,6,9,1,17,2,2,49,1,17.88,17.33,11,0,51300,513,1641.6666666666667,7.4034672649380795,Medium/Large (>4 acres),Below Primary,Others,No,Male,Medium/Large (>4 acres)
72272,03,10658,7,9,1,17,2,1,52,1,2.62,2.54,3,0,192375,1923.75,1522.5714285714287,7.328155913801415,Small (1-4 acres),Illiterate,Others,No,Male,Small (1-4 acres)
72272,04,12375,9,1,2,17,2,1,43,1,2.9,2.81,3,0,192375,1923.75,1375,7.226209010100671,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
72277,01,6700,3,9,1,18,2,4,48,2,23.68,22.169999999999998,14,1,2875,28.75,2233.3333333333335,7.7112505167109475,Medium/Large (>4 acres),Middle,Others,Yes,Female,Medium/Large (>4 acres)
72277,02,11250,4,9,2,18,2,6,40,1,21.94,21.86,12,1,2875,28.75,2812.5,7.941829046512676,Medium/Large (>4 acres),Higher Secondary,Others,Yes,Male,Medium/Large (>4 acres)
72277,03,13000,5,9,1,18,2,1,50,1,3.36,3.36,3,0,2875,28.75,2600,7.8632667240095735,Small (1-4 acres),Illiterate,Others,No,Male,Small (1-4 acres)
72277,04,11500,4,9,2,18,2,6,35,1,3.18,3.18,3,0,2875,28.75,2875,7.963807953231451,Small (1-4 acres),Higher Secondary,Others,No,Male,Small (1-4 acres)
72273,01,1800,1,2,1,18,2,1,62,2,8.540000000000001,8.33,11,1,30375,303.75,1800,7.495541943884256,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
72273,02,3700,2,1,6,18,2,4,21,2,9.56,9.33,11,1,30375,303.75,1850,7.52294091807237,Medium/Large (>4 acres),Middle,ST,Yes,Female,Medium/Large (>4 acres)
72273,03,13983,7,2,1,18,2,2,48,1,5.84,5.76,3,0,65813,658.13,1997.5714285714287,7.599687435985538,Medium/Large (>4 acres),Below Primary,SC,No,Male,Medium/Large (>4 acres)
72273,04,10000,7,2,1,18,2,5,45,1,5.06,5,3,0,65813,658.13,1428.5714285714287,7.264430222920869,Medium/Large (>4 acres),Secondary,SC,No,Male,Medium/Large (>4 acres)
72271,01,10617,3,9,1,19,2,1,27,1,15.66,15.45,12,0,77350,773.5,3539,8.171599480345463,Medium/Large (>4 acres),Illiterate,Others,No,Male,Medium/Large (>4 acres)
72271,02,13550,5,3,1,19,2,4,38,1,17.68,17.48,12,0,77350,773.5,2710,7.904703913873747,Medium/Large (>4 acres),Middle,OBC,No,Male,Medium/Large (>4 acres)
72271,03,4850,2,9,1,19,2,1,36,1,1.22,1.18,3,0,77350,773.5,2425,7.793586803371584,Small (1-4 acres),Illiterate,Others,No,Male,Small (1-4 acres)
72271,04,12792,4,9,1,19,2,5,40,1,1.22,1.12,3,0,77350,773.5,3198,8.0702808933939,Small (1-4 acres),Secondary,Others,No,Male,Small (1-4 acres)
72275,01,15192,4,1,2,19,2,11,36,1,7.86,7.86,14,1,3900,39,3798,8.242229891372231,Medium/Large (>4 acres),Graduate+,ST,Yes,Male,Medium/Large (>4 acres)
72275,02,17783,10,9,1,19,2,1,65,1,4.12,4.12,6,1,3900,39,1778.3,7.483413130749615,Medium/Large (>4 acres),Illiterate,Others,Yes,Male,Medium/Large (>4 acres)
72275,03,9425,8,1,2,19,2,1,40,1,1.56,1.56,3,0,3900,39,1178.125,7.071679470636376,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
72275,04,8942,5,1,2,19,2,1,43,1,1.42,1.42,3,0,3900,39,1788.4,7.489076644359826,Small (1-4 acres),Illiterate,ST,No,Male,Small (1-4 acres)
72275,05,12075,5,1,2,19,2,4,33,1,1.16,1.16,3,0,3900,39,2415,7.789454566086673,Small (1-4 acres),Middle,ST,No,Male,Small (1-4 acres)
72279,01,9980,3,9,2,20,2,1,75,2,16.84,15.72,12,0,26400,264,3326.6666666666665,8.1097260806374,Medium/Large (>4 acres),Illiterate,Others,No,Female,Medium/Large (>4 acres)
72279,02,3750,1,9,1,20,2,2,34,2,20.06,19.18,12,0,26400,264,3750,8.229511118964457,Medium/Large (>4 acres),Below Primary,Others,No,Female,Medium/Large (>4 acres)
72279,03,11400,5,9,2,20,2,4,38,1,2.74,2.74,3,0,435600,4356,2280,7.731930721948486,Small (1-4 acres),Middle,Others,No,Male,Small (1-4 acres)
72279,04,11650,4,9,2,20,2,4,23,1,3.7,3.7,3,0,435600,4356,2912.5,7.976767097873956,Small (1-4 acres),Middle,Others,No,Male,Small (1-4 acres)
72278,01,4700,2,1,2,20,2,1,55,2,19.68,19.38,14,1,5300,53,2350,7.762170607138205,Medium/Large (>4 acres),Illiterate,ST,Yes,Female,Medium/Large (>4 acres)
72278,02,9883,6,1,2,20,2,1,40,1,25.8,25.759999999999998,12,1,42400,424,1647.1666666666667,7.4068119191481285,Medium/Large (>4 acres),Illiterate,ST,Yes,Male,Medium/Large (>4 acres)
72278,03,11250,6,2,1,20,2,4,30,1,0.52,0.4,3,0,42400,424,1875,7.536363938404511,Marginal (0-1 acre),Middle,SC,No,Male,Marginal (0-1 acre)
72276,01,15500,7,2,1,21,2,1,68,2,18.62,18.29,13,1,76800,768,2214.285714285714,7.702685153852024,Medium/Large (>4 acres),Illiterate,SC,Yes,Female,Medium/Large (>4 acres)
72276,02,10500,5,2,1,21,2,5,48,1,4.52,4.48,9,1,76800,768,2100,7.649692623711514,Medium/Large (>4 acres),Secondary,SC,Yes,Male,Medium/Large (>4 acres)
72276,03,9500,3,9,1,21,2,2,52,2,6.28,6.26,4,1,21333,213.33,3166.6666666666665,8.060434788920523,Medium/Large (>4 acres),Below Primary,Others,Yes,Female,Medium/Large (>4 acres)
72274,01,10000,4,2,1,21,2,4,50,1,18.32,18.13,15,1,3507000,35070,2500,7.824046010856292,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
72274,02,10008,4,2,1,21,2,5,46,1,7.8,7.61,11,1,3507000,35070,2502,7.824845691026856,Medium/Large (>4 acres),Secondary,SC,Yes,Male,Medium/Large (>4 acres)
72274,03,25917,4,2,1,21,2,4,53,1,1.5,1.5,3,1,350000,3500,6479.25,8.776360041907104,Small (1-4 acres),Middle,SC,Yes,Male,Small (1-4 acres)
72270,01,7000,4,9,4,22,2,5,32,1,30.28,29.94,16,1,14400,144,1750,7.4673710669175595,Medium/Large (>4 acres),Secondary,Others,Yes,Male,Medium/Large (>4 acres)
72270,02,13000,4,2,1,22,2,4,63,1,17.580000000000002,17.15,13,1,14400,144,3250,8.086410275323782,Medium/Large (>4 acres),Middle,SC,Yes,Male,Medium/Large (>4 acres)
72232,01,10050,3,3,1,22,2,5,42,2,19.06,18.8,14,1,521250,5212.5,3350,8.116715624819111,Medium/Large (>4 acres),Secondary,OBC,Yes,Female,Medium/Large (>4 acres)
72232,02,9000,3,2,1,22,2,5,34,1,21.84,21.64,14,1,521250,5212.5,3000,8.006367567650246,Medium/Large (>4 acres),Secondary,SC,Yes,Male,Medium/Large (>4 acres)
72237,01,10012,7,3,2,01,2,1,46,1,0,0,0,0,NA,1,1430.2857142857142,7.265629503496352,Landless,Illiterate,OBC,No,Male,Landless
72237,02,10204,6,3,2,01,2,1,46,1,0,0,0,0,NA,1,1700.6666666666667,7.438775610033647,Landless,Illiterate,OBC,No,Male,Landless
72237,03,4185,2,3,2,01,2,1,46,1,0,0,0,0,NA,1,2092.5,7.6461148023636305,Landless,Illiterate,OBC,No,Male,Landless
72237,04,4042,2,1,2,01,2,1,46,1,0,0,0,0,NA,1,2021,7.611347717403621,Landless,Illiterate,ST,No,Male,Landless
72237,05,3151,2,1,2,01,2,1,46,1,0,0,0,0,NA,1,1575.5,7.362327961197329,Landless,Illiterate,ST,No,Male,Landless
72237,06,10120,6,3,2,01,2,1,46,1,0,0,0,0,NA,1,1686.6666666666667,7.430509473613402,Landless,Illiterate,OBC,No,Male,Landless
72233,01,8181,5,3,2,01,2,1,46,1,0,0,0,0,NA,1,1636.2,7.400131759079598,Landless,Illiterate,OBC,No,Male,Landless
72233,02,8201,5,3,2,01,2,1,46,1,0,0,0,0,NA,1,1640.2,7.402573464602311,Landless,Illiterate,OBC,No,Male,Landless
72233,03,8192,5,3,2,01,2,1,46,1,0,0,0,0,NA,1,1638.4,7.401475434845189,Landless,Illiterate,OBC,No,Male,Landless
72233,04,16243,5,3,2,01,2,1,46,1,0,0,0,0,NA,1,3248.6,8.085979413285296,Landless,Illiterate,OBC,No,Male,Landless
72233,05,18128,6,3,2,01,2,1,46,1,0,0,0,0,NA,1,3021.3333333333335,8.013453514039732,Landless,Illiterate,OBC,No,Male,Landless
72233,06,8123,5,3,2,01,2,1,46,1,0,0,0,0,NA,1,1624.6,7.393016910616853,Landless,Illiterate,OBC,No,Male,Landless
72231,01,6500,4,3,2,02,2,1,46,1,0,0,0,0,NA,1,1625,7.393263094763838,Landless,Illiterate,OBC,No,Male,Landless
72231,02,25000,7,3,1,02,2,1,46,1,0,0,0,0,NA,1,3571.4285714285716,8.180720954795024,Landless,Illiterate,OBC,No,Male,Landless
72231,03,17100,8,3,2,02,2,1,46,1,0,0,0,0,NA,1,2137.5,7.667392200810915,Landless,Illiterate,OBC,No,Male,Landless
72231,04,6200,4,3,4,02,2,1,46,1,0,0,0,0,NA,1,1550,7.346010209913293,Landless,Illiterate,OBC,No,Male,Landless
72231,05,14000,5,3,2,02,2,1,46,1,0,0,0,0,NA,1,2800,7.937374696163295,Landless,Illiterate,OBC,No,Male,Landless
72231,06,10450,4,3,2,02,2,1,46,1,0,0,0,0,NA,1,2612.5,7.8680628962730665,Landless,Illiterate,OBC,No,Male,Landless
72235,01,15050,7,9,2,02,2,1,46,1,0,0,0,0,NA,1,2150,7.673223121121708,Landless,Illiterate,Others,No,Male,Landless
72235,02,6800,3,9,2,02,2,1,46,1,0,0,0,0,NA,1,2266.6666666666665,7.726065602496088,Landless,Illiterate,Others,No,Male,Landless
72235,03,7500,5,9,2,02,2,1,46,1,0,0,0,0,NA,1,1500,7.313220387090301,Landless,Illiterate,Others,No,Male,Landless
72235,04,22000,8,9,2,02,2,1,46,1,0,0,0,0,NA,1,2750,7.919356190660617,Landless,Illiterate,Others,No,Male,Landless
72239,01,2850,1,9,1,03,2,1,46,1,0,0,0,0,NA,1,2850,7.955074273262696,Landless,Illiterate,Others,No,Male,Landless
72239,02,9033,3,1,6,03,2,1,46,1,0,0,0,0,NA,1,3011,8.010027528481734,Landless,Illiterate,ST,No,Male,Landless
72238,01,25267,9,1,6,03,2,1,46,1,0,0,0,0,NA,1,2807.4444444444443,7.940029898151249,Landless,Illiterate,ST,No,Male,Landless
72238,02,4167,1,1,6,03,2,1,46,1,0,0,0,0,NA,1,4167,8.334951631422454,Landless,Illiterate,ST,No,Male,Landless
72236,01,3500,4,1,9,04,2,1,46,1,0,0,0,0,NA,1,875,6.774223886357614,Landless,Illiterate,ST,No,Male,Landless
72236,02,500,1,1,9,04,2,1,46,1,0,0,0,0,NA,1,500,6.214608098422191,Landless,Illiterate,ST,No,Male,Landless
72236,03,6600,6,1,9,04,2,1,46,1,0,0,0,0,NA,1,1100,7.003065458786462,Landless,Illiterate,ST,No,Male,Landless
72236,04,8500,10,1,9,04,2,1,46,1,0,0,0,0,NA,1,850,6.745236349484363,Landless,Illiterate,ST,No,Male,Landless
72236,05,4200,7,1,9,04,2,1,46,1,0,0,0,0,NA,1,600,6.396929655216146,Landless,Illiterate,ST,No,Male,Landless
72236,06,5800,6,1,9,04,2,1,46,1,0,0,0,0,NA,1,966.6666666666666,6.8738537273064555,Landless,Illiterate,ST,No,Male,Landless
72236,07,5000,5,9,9,04,2,1,46,1,0,0,0,0,NA,1,1000,6.907755278982137,Landless,Illiterate,Others,No,Male,Landless
72236,08,4000,5,1,9,04,2,1,46,1,0,0,0,0,NA,1,800,6.684611727667927,Landless,Illiterate,ST,No,Male,Landless
72234,01,8400,3,1,2,04,2,1,46,1,0,0,0,0,NA,1,2800,7.937374696163295,Landless,Illiterate,ST,No,Male,Landless
72234,02,8700,3,1,2,04,2,1,46,1,0,0,0,0,NA,1,2900,7.9724660159745655,Landless,Illiterate,ST,No,Male,Landless
72234,03,12650,4,1,2,04,2,1,46,1,0,0,0,0,NA,1,3162.5,8.059118133035776,Landless,Illiterate,ST,No,Male,Landless
72234,04,5500,2,1,2,04,2,1,46,1,0,0,0,0,NA,1,2750,7.919356190660617,Landless,Illiterate,ST,No,Male,Landless
72234,05,2950,1,1,2,04,2,1,46,1,0,0,0,0,NA,1,2950,7.989560449333865,Landless,Illiterate,ST,No,Male,Landless
72234,06,24550,8,1,2,04,2,1,46,1,0,0,0,0,NA,1,3068.75,8.029025591542831,Landless,Illiterate,ST,No,Male,Landless
72230,01,4146,1,9,2,08,2,1,46,1,0,0,0,0,NA,1,4146,8.329899292995725,Landless,Illiterate,Others,No,Male,Landless
72230,02,6613,4,9,2,08,2,1,46,1,0,0,0,0,NA,1,1653.25,7.410498326554772,Landless,Illiterate,Others,No,Male,Landless
72230,03,16923,8,9,2,08,2,1,46,1,0,0,0,0,NA,1,2115.375,7.65698738072825,Landless,Illiterate,Others,No,Male,Landless
72230,04,10174,5,9,2,08,2,1,46,1,0,0,0,0,NA,1,2034.8,7.61815281294861,Landless,Illiterate,Others,No,Male,Landless
72230,05,13298,8,9,2,08,2,1,46,1,0,0,0,0,NA,1,1662.25,7.415927385282564,Landless,Illiterate,Others,No,Male,Landless
72212,01,1833,1,3,2,08,2,1,46,1,0,0,0,0,NA,1,1833,7.513709247839705,Landless,Illiterate,OBC,No,Male,Landless
72212,02,5058,3,3,2,08,2,1,46,1,0,0,0,0,NA,1,1686,7.430114138561801,Landless,Illiterate,OBC,No,Male,Landless
72212,03,14318,5,3,2,08,2,1,46,1,0,0,0,0,NA,1,2863.6,7.95983485352203,Landless,Illiterate,OBC,No,Male,Landless
72212,04,6350,3,3,2,08,2,1,46,1,0,0,0,0,NA,1,2116.6666666666665,7.657597803218628,Landless,Illiterate,OBC,No,Male,Landless
72217,01,2000,1,9,2,08,2,1,46,1,0,0,0,0,NA,1,2000,7.600902459542082,Landless,Illiterate,Others,No,Male,Landless
72217,02,1400,1,9,2,08,2,1,46,1,0,0,0,0,NA,1,1400,7.24422751560335,Landless,Illiterate,Others,No,Male,Landless
72217,03,9150,4,9,2,08,2,1,46,1,0,0,0,0,NA,1,2287.5,7.735214797149676,Landless,Illiterate,Others,No,Male,Landless
72217,04,3300,3,9,2,08,2,1,46,1,0,0,0,0,NA,1,1100,7.003065458786462,Landless,Illiterate,Others,No,Male,Landless
72213,01,5145,3,3,2,09,2,1,46,1,0,0,0,0,NA,1,1715,7.44716835960004,Landless,Illiterate,OBC,No,Male,Landless
72213,02,9120,8,3,2,09,2,1,46,1,0,0,0,0,NA,1,1140,7.038783541388542,Landless,Illiterate,OBC,No,Male,Landless
72213,03,8301,5,3,2,09,2,1,46,1,0,0,0,0,NA,1,1660.2,7.414693356020935,Landless,Illiterate,OBC,No,Male,Landless
72213,04,11241,6,3,2,09,2,1,46,1,0,0,0,0,NA,1,1873.5,7.535563618233742,Landless,Illiterate,OBC,No,Male,Landless
72213,05,4156,3,3,2,09,2,1,46,1,0,0,0,0,NA,1,1385.3333333333333,7.233696063551008,Landless,Illiterate,OBC,No,Male,Landless
72213,06,14103,5,3,2,09,2,1,46,1,0,0,0,0,NA,1,2820.6,7.9447049072581395,Landless,Illiterate,OBC,No,Male,Landless
72211,01,2300,1,9,2,09,2,1,46,1,0,0,0,0,NA,1,2300,7.7406644019172415,Landless,Illiterate,Others,No,Male,Landless
72211,02,9289,4,9,2,09,2,1,46,1,0,0,0,0,NA,1,2322.25,7.75029182226763,Landless,Illiterate,Others,No,Male,Landless
72211,03,14967,7,9,2,09,2,1,46,1,0,0,0,0,NA,1,2138.1428571428573,7.667692907473834,Landless,Illiterate,Others,No,Male,Landless
72211,04,15500,8,9,2,09,2,1,46,1,0,0,0,0,NA,1,1937.5,7.569153761227502,Landless,Illiterate,Others,No,Male,Landless
72211,05,18633,7,9,2,09,2,1,46,1,0,0,0,0,NA,1,2661.8571428571427,7.886779332172099,Landless,Illiterate,Others,No,Male,Landless
72211,06,12383,5,9,2,09,2,1,46,1,0,0,0,0,NA,1,2476.6,7.814641930780998,Landless,Illiterate,Others,No,Male,Landless
72219,01,9100,5,9,2,11,2,1,46,1,0,0,0,0,NA,1,1820,7.506591780070841,Landless,Illiterate,Others,No,Male,Landless
72219,02,9000,6,9,2,11,2,1,46,1,0,0,0,0,NA,1,1500,7.313220387090301,Landless,Illiterate,Others,No,Male,Landless
72219,03,30100,8,9,2,11,2,1,46,1,0,0,0,0,NA,1,3762.5,8.232838909057131,Landless,Illiterate,Others,No,Male,Landless
72219,04,14000,7,9,2,11,2,1,46,1,0,0,0,0,NA,1,2000,7.600902459542082,Landless,Illiterate,Others,No,Male,Landless
72219,05,10600,6,9,2,11,2,1,46,1,0,0,0,0,NA,1,1766.6666666666667,7.476849810872103,Landless,Illiterate,Others,No,Male,Landless
72219,06,12000,9,9,2,11,2,1,46,1,0,0,0,0,NA,1,1333.3333333333333,7.195437351433918,Landless,Illiterate,Others,No,Male,Landless
72218,01,11500,4,3,2,11,2,1,46,1,0,0,0,0,NA,1,2875,7.963807953231451,Landless,Illiterate,OBC,No,Male,Landless
72218,02,11533,6,3,2,11,2,1,46,1,0,0,0,0,NA,1,1922.1666666666667,7.561208300997884,Landless,Illiterate,OBC,No,Male,Landless
72218,03,15683,5,3,2,11,2,1,46,1,0,0,0,0,NA,1,3136.6,8.050894689700325,Landless,Illiterate,OBC,No,Male,Landless
72218,04,15167,6,9,2,11,2,1,46,1,0,0,0,0,NA,1,2527.8333333333335,7.835117824823342,Landless,Illiterate,Others,No,Male,Landless
72218,05,15000,7,3,2,11,2,1,46,1,0,0,0,0,NA,1,2142.8571428571427,7.669895331029034,Landless,Illiterate,OBC,No,Male,Landless
72218,06,7117,4,3,3,11,2,1,46,1,0,0,0,0,NA,1,1779.25,7.483947206179381,Landless,Illiterate,OBC,No,Male,Landless
72216,01,13550,10,9,2,12,2,1,46,1,0,0,0,0,NA,1,1355,7.2115567333138015,Landless,Illiterate,Others,No,Male,Landless
72216,02,8920,4,9,2,12,2,1,46,1,0,0,0,0,NA,1,2230,7.709756864454165,Landless,Illiterate,Others,No,Male,Landless
72216,03,12797,5,9,2,12,2,1,46,1,0,0,0,0,NA,1,2559.4,7.847528135003496,Landless,Illiterate,Others,No,Male,Landless
72216,04,9120,4,9,2,12,2,1,46,1,0,0,0,0,NA,1,2280,7.731930721948486,Landless,Illiterate,Others,No,Male,Landless
72216,05,12050,7,9,2,12,2,1,46,1,0,0,0,0,NA,1,1721.4285714285713,7.450909789863488,Landless,Illiterate,Others,No,Male,Landless
72216,06,13750,7,9,2,12,2,1,46,1,0,0,0,0,NA,1,1964.2857142857142,7.582883954039404,Landless,Illiterate,Others,No,Male,Landless
72214,01,11812,5,9,2,12,2,1,46,1,0,0,0,0,NA,1,2362.4,7.7674333304297125,Landless,Illiterate,Others,No,Male,Landless
72214,02,8150,4,9,2,12,2,1,46,1,0,0,0,0,NA,1,2037.5,7.619478845115018,Landless,Illiterate,Others,No,Male,Landless
72214,03,8200,4,9,2,12,2,1,46,1,0,0,0,0,NA,1,2050,7.6255950721324535,Landless,Illiterate,Others,No,Male,Landless
72214,04,8600,5,9,2,12,2,1,46,1,0,0,0,0,NA,1,1720,7.450079569807499,Landless,Illiterate,Others,No,Male,Landless
72214,05,13750,6,9,2,12,2,1,46,1,0,0,0,0,NA,1,2291.6666666666665,7.737034633866663,Landless,Illiterate,Others,No,Male,Landless
72214,06,8200,4,9,2,12,2,1,46,1,0,0,0,0,NA,1,2050,7.6255950721324535,Landless,Illiterate,Others,No,Male,Landless
72214,07,9533,6,9,2,12,2,1,46,1,0,0,0,0,NA,1,1588.8333333333333,7.370755273265523,Landless,Illiterate,Others,No,Male,Landless
72210,01,8550,4,2,1,13,2,1,46,1,0,0,0,0,NA,1,2137.5,7.667392200810915,Landless,Illiterate,SC,No,Male,Landless
72210,02,3600,2,3,2,13,2,1,46,1,0,0,0,0,NA,1,1800,7.495541943884256,Landless,Illiterate,OBC,No,Male,Landless
72210,03,12850,6,3,2,13,2,1,46,1,0,0,0,0,NA,1,2141.6666666666665,7.669339621095311,Landless,Illiterate,OBC,No,Male,Landless
72210,04,4450,2,3,1,13,2,1,46,1,0,0,0,0,NA,1,2225,7.707512194600341,Landless,Illiterate,OBC,No,Male,Landless
72210,05,11150,4,3,2,13,2,1,46,1,0,0,0,0,NA,1,2787.5,7.9329004157683745,Landless,Illiterate,OBC,No,Male,Landless
72210,06,12050,5,3,2,13,2,1,46,1,0,0,0,0,NA,1,2410,7.787382026484701,Landless,Illiterate,OBC,No,Male,Landless
72252,01,11125,5,9,2,13,2,1,46,1,0,0,0,0,NA,1,2225,7.707512194600341,Landless,Illiterate,Others,No,Male,Landless
72252,02,13680,6,9,2,13,2,1,46,1,0,0,0,0,NA,1,2280,7.731930721948486,Landless,Illiterate,Others,No,Male,Landless
72252,03,9883,8,9,2,13,2,1,46,1,0,0,0,0,NA,1,1235.375,7.119129846696348,Landless,Illiterate,Others,No,Male,Landless
